Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
East,Clay,Barley,479.46432222303656,34.16413608759434,False,False,Rainy,86,2.2307257394552575
West,Chalky,Maize,108.3159212180011,18.073213200660337,True,True,Rainy,86,3.7508317133530005
South,Peaty,Soybean,569.9350653208983,25.737756193931546,True,True,Cloudy,114,5.684279619584768
North,Peaty,Soybean,824.8243192146347,20.39912400753671,True,False,Sunny,93,5.668230002445886
South,Clay,Maize,340.7270559275207,32.786380167696095,True,True,Cloudy,71,5.359123322609388
West,Loam,Rice,849.7413147414229,38.290676141458306,False,True,Sunny,113,6.303252540870416
East,Clay,Barley,795.8486302573116,34.3746483518756,False,False,Rainy,85,4.002716935949366
West,Sandy,Cotton,674.0537178460867,26.692977986563662,True,True,Cloudy,130,5.875499658934714
West,Clay,Rice,548.7471458827129,35.70530979319446,True,True,Sunny,100,6.815792247745122
West,Chalky,Wheat,616.7868221395039,27.8197933918794,False,False,Rainy,122,3.3022305011443613
West,Silt,Wheat,117.06572515313673,31.870631638899987,False,True,Rainy,127,2.8655785033536056
West,Silt,Barley,391.3083125835062,20.032534597807878,True,True,Cloudy,95,4.909300299211736
North,Chalky,Rice,492.42177397006225,17.474985301524107,False,False,Sunny,125,2.608377903126979
South,Chalky,Wheat,291.5580535067569,28.706617012414913,True,False,Rainy,138,3.784073304440335
East,Chalky,Wheat,138.17646596302896,39.74082503670675,False,True,Cloudy,72,3.234617782644802
West,Peaty,Barley,552.4182513277899,36.35799186635578,True,True,Sunny,100,6.858719390351227
East,Peaty,Wheat,919.3330488621174,17.248615597136858,False,True,Rainy,149,6.042112691892621
North,Clay,Cotton,296.3896894020205,29.571378443373227,True,False,Sunny,93,3.5707126063043235
South,Peaty,Soybean,295.2871755680481,34.022727766590634,True,True,Cloudy,62,4.981702154372572
West,Sandy,Barley,137.46907846127235,21.941493937767248,True,True,Cloudy,97,3.126742752425735
North,Loam,Maize,178.43192677326016,32.57771867048065,True,False,Rainy,117,3.289443055012152
North,Clay,Barley,329.25486338789995,19.78344124357867,True,True,Sunny,131,5.81671067856329
South,Chalky,Barley,699.1536547562687,26.90436188096288,True,False,Cloudy,143,5.978818607612134
West,Loam,Rice,589.7725722613797,20.831885385230503,False,False,Cloudy,147,4.342811017895256
South,Silt,Wheat,350.86201243097173,33.63633765056031,True,True,Sunny,85,6.16941062524607
South,Sandy,Maize,977.4116862833622,18.659408166502505,True,False,Rainy,149,7.187183245498983
East,Silt,Wheat,112.5465801108663,37.392568742441725,True,True,Rainy,138,4.24269761672745
East,Clay,Rice,852.4199598344198,18.55490624533107,True,False,Rainy,133,6.137492652968876
South,Peaty,Cotton,354.1462922188423,37.00379335695102,False,True,Cloudy,146,2.8000255935055702
East,Silt,Maize,953.9705699619903,35.85102161643789,False,False,Sunny,135,5.906720472663675
North,Peaty,Barley,240.1897256438876,39.583895112517496,True,True,Rainy,74,5.455059915013038
South,Loam,Barley,128.86696896079147,15.84485576922376,False,True,Sunny,75,2.3635855802698806
West,Chalky,Wheat,552.0570867922766,23.311533619252877,False,True,Sunny,93,3.602415832437217
West,Sandy,Barley,103.80758298656238,30.511691110359138,True,False,Rainy,104,2.792134345637089
North,Sandy,Barley,997.3083995525201,24.54532443004934,True,False,Sunny,102,7.654969229387622
West,Silt,Rice,246.26181740951054,28.529677853705117,False,False,Sunny,90,1.6373067231442817
West,Clay,Barley,981.6433094914712,22.98606133051198,True,False,Cloudy,73,6.856168034424348
South,Clay,Cotton,175.7529656363967,17.797278604817507,True,False,Sunny,116,2.5341152062768604
North,Sandy,Cotton,728.0891439131972,22.889955904575444,True,False,Sunny,95,5.766516472400373
South,Chalky,Barley,867.3608232075749,35.42691733589955,False,True,Cloudy,108,6.691308021924701
North,Loam,Rice,826.7359670695702,21.062942108024835,True,False,Cloudy,65,6.033660993366442
South,Clay,Rice,331.20133245769205,28.9526575414353,False,False,Sunny,119,2.046583040012795
South,Sandy,Barley,976.5873568867535,15.907311584311246,True,True,Sunny,121,7.470309451461506
East,Peaty,Wheat,639.9510700050589,33.247185645139794,False,False,Sunny,103,3.308863067333263
West,Silt,Wheat,521.6253838093885,21.814157171372972,True,True,Rainy,118,5.278116912181563
North,Sandy,Soybean,333.3930532641707,22.53405515888941,False,False,Sunny,90,2.4432501288979984
West,Silt,Rice,724.9856842196384,23.56373319063544,False,False,Rainy,86,3.1638063341329
East,Chalky,Soybean,487.31415433540997,31.382584219327224,True,True,Cloudy,84,5.172669765724349
North,Peaty,Barley,272.23377812012734,32.10583502336654,False,False,Cloudy,79,2.1341392239035644
East,Clay,Cotton,919.6299325014973,34.84671846916789,False,False,Rainy,95,5.809098167279037
West,Peaty,Rice,171.98450833277832,29.404178919800003,False,True,Rainy,129,3.332160278605987
South,Chalky,Wheat,448.1779403602274,37.60903372646569,False,False,Rainy,144,3.3597786444582565
East,Clay,Rice,542.1943248524897,21.52181511671182,True,True,Cloudy,96,5.717835597008391
East,Clay,Rice,889.938267896191,24.444997418909093,True,False,Cloudy,116,6.022858606623374
South,Loam,Rice,914.2232399216521,28.768251530398782,True,False,Rainy,62,6.171331682268051
West,Sandy,Wheat,346.55783885136475,30.748361759614028,False,False,Rainy,140,2.053469614107512
East,Sandy,Rice,859.5411701564786,17.68768675522899,False,True,Cloudy,136,5.795358982018154
West,Silt,Maize,401.19371771514267,35.291530991195124,False,False,Sunny,113,2.753915605668028
South,Loam,Soybean,145.46793895973397,17.528654590969865,True,True,Rainy,112,3.5153237591078876
North,Clay,Barley,970.1443144775466,35.30948867703862,True,False,Rainy,72,6.995221479745956
East,Peaty,Maize,131.55094190302432,20.97374323714085,False,True,Sunny,91,1.829084657032448
West,Sandy,Maize,717.6290338029564,15.238941445696616,False,True,Rainy,126,4.352931178467971
South,Sandy,Maize,979.5446404617167,34.85395001081855,True,False,Cloudy,79,6.187791748050731
South,Peaty,Barley,741.9699915821001,20.988020599819734,False,False,Cloudy,128,4.456485829322634
East,Clay,Rice,850.5441141232791,18.230925122539837,False,False,Rainy,118,4.7700043510971515
North,Sandy,Soybean,384.37317589089884,17.571100367791978,False,False,Cloudy,87,1.9432707347440434
East,Peaty,Soybean,686.3315116654715,27.263603649630273,True,True,Cloudy,72,5.874591913498356
West,Peaty,Cotton,715.0585643008634,30.49028676878115,True,False,Cloudy,140,6.590907073039407
South,Silt,Barley,303.6748183772179,16.40382362831267,False,False,Cloudy,96,1.8170902787091225
North,Chalky,Soybean,358.4644946414444,21.317894456555788,True,True,Sunny,67,5.291812827785587
West,Silt,Cotton,219.6789886705442,34.920651879079486,True,True,Cloudy,80,4.6426013283642655
East,Peaty,Soybean,607.2008124497993,32.70929584950669,True,False,Cloudy,106,4.993689303463149
South,Loam,Wheat,542.1738400256457,19.699764341101716,False,True,Rainy,113,3.342761899639111
East,Peaty,Rice,469.4878075362721,36.29292832957635,False,True,Cloudy,103,3.9866387007086317
North,Sandy,Soybean,188.40089628652288,25.374290843318818,False,False,Rainy,105,1.2602665716683372
North,Peaty,Cotton,303.10873874969946,27.386493694942022,True,True,Sunny,93,4.701626161001732
North,Clay,Barley,391.414238388467,31.331074008431926,False,False,Sunny,101,3.0939814776383407
North,Chalky,Wheat,347.7785542624658,21.324476438384515,True,False,Cloudy,143,3.059088826126067
North,Loam,Maize,611.5565741400674,16.39813049670265,True,True,Rainy,136,6.2256935875271715
East,Chalky,Barley,195.60426800043277,26.336301508553046,True,True,Rainy,115,4.079200321355437
North,Clay,Cotton,390.4840694056994,15.551948046005792,True,False,Cloudy,97,3.588441073471675
North,Sandy,Soybean,530.0555821374603,17.10959758811778,True,True,Cloudy,90,5.139869938774151
South,Clay,Wheat,880.6652734250173,31.264086723044382,True,False,Cloudy,84,6.816141222206286
North,Loam,Barley,399.8367459392028,35.80200737476509,False,False,Cloudy,81,2.430366516554315
South,Clay,Rice,260.40895987253884,30.678809626417646,True,True,Sunny,89,4.7143615244179005
South,Chalky,Rice,757.0047735099195,23.702355742995067,True,False,Sunny,86,5.896298509107615
South,Silt,Maize,646.6902751997496,32.48044116378381,False,True,Rainy,108,4.878159524130275
East,Chalky,Wheat,284.92497505539626,21.3009948134345,True,False,Cloudy,68,3.6891624305635946
East,Sandy,Cotton,984.4037283363228,26.054184291796872,True,True,Cloudy,86,7.94632915035268
West,Loam,Maize,327.15631319078733,26.250224988208867,True,False,Sunny,117,3.8488216206020622
West,Sandy,Wheat,774.3514998307187,23.908306811137194,False,False,Rainy,146,3.191474856517856
South,Silt,Cotton,588.6845053288368,37.05648680016408,True,False,Rainy,145,5.928289269839636
East,Silt,Wheat,753.2678432824239,33.142886585384126,True,True,Sunny,129,7.005618023219075
North,Chalky,Barley,164.32604574785995,34.334700710085656,True,False,Rainy,132,3.7601614965032684
West,Clay,Soybean,307.87641091779506,34.806591264692045,True,True,Sunny,67,5.3873623411322695
East,Loam,Soybean,867.7164277269305,27.726378194048785,False,True,Sunny,99,6.562837605201356
North,Sandy,Maize,270.03452363724466,32.00998116799404,False,False,Rainy,96,1.7458107316422566
North,Silt,Wheat,444.4573454836,18.46617434202427,False,True,Rainy,115,3.830233578291771
East,Peaty,Soybean,280.00560144436326,34.933126139486944,False,True,Rainy,121,4.809990586596441
West,Chalky,Rice,846.3613280787661,25.958105991390262,True,False,Cloudy,149,6.074299611614568
East,Loam,Soybean,596.7792948651313,16.188115933880574,False,False,Rainy,119,2.8126418552266745
West,Chalky,Barley,707.1538106012501,28.793270327737062,False,True,Rainy,117,5.790872640109978
South,Sandy,Maize,827.9552957891992,25.957041290152162,False,True,Cloudy,116,5.624107441896871
East,Clay,Rice,744.6353147333512,23.78554999902117,True,True,Rainy,94,7.413498614382262
East,Silt,Maize,971.0560089403335,17.12661845043877,True,False,Rainy,84,6.705958108600162
West,Clay,Rice,547.3141834547621,23.140110743263875,False,True,Cloudy,112,3.773272983210488
West,Chalky,Rice,254.1798777314305,33.8072228394995,True,True,Sunny,110,5.566128458257154
East,Sandy,Wheat,230.51042268698978,18.27191784487684,True,False,Cloudy,96,3.9627862425802873
North,Chalky,Wheat,752.7854180428022,37.0706243549528,True,True,Sunny,142,6.8496192065086765
North,Sandy,Maize,925.4721090173643,38.286382871088655,False,True,Rainy,90,7.1334891282146105
North,Loam,Soybean,623.0571550891937,18.69557837825514,True,False,Cloudy,75,5.67791531264146
South,Sandy,Maize,679.6215634252906,32.36605132264403,False,False,Cloudy,126,3.8005992964083632
South,Loam,Barley,520.7060811468547,23.809826798675832,False,True,Cloudy,68,3.9098063376660503
West,Chalky,Rice,590.6148902901161,18.8527204197337,True,True,Sunny,65,6.8000687324356095
South,Silt,Soybean,148.0771481917045,31.75923759528851,False,True,Sunny,107,3.446695437379614
North,Silt,Rice,555.9411320966166,38.58168473017366,False,False,Rainy,141,3.279209641513423
East,Chalky,Maize,469.80688017880806,31.557185302712377,False,False,Sunny,90,2.7268212274114996
South,Chalky,Wheat,735.8211012133243,28.214909979444247,False,True,Cloudy,138,4.896536056691867
South,Sandy,Cotton,418.30018084799667,34.21555283917369,True,False,Rainy,121,4.536875280852245
North,Peaty,Soybean,252.7999180906972,32.23344807035595,True,True,Cloudy,114,3.622925170479455
South,Clay,Maize,654.5495065437722,17.713420341602205,False,False,Sunny,97,3.5893602367779978
West,Silt,Soybean,557.2983504305641,33.78400218298254,True,False,Sunny,95,4.398402846810889
East,Chalky,Soybean,311.8224485803861,26.047302783488774,True,False,Cloudy,87,3.8618448504077
North,Sandy,Rice,912.8109986861399,17.576081630652187,True,False,Cloudy,64,6.801260510690821
West,Sandy,Cotton,141.53499972619974,28.331611743612775,True,True,Sunny,147,4.012838130462936
North,Peaty,Rice,922.3685123831449,35.46804244245496,False,False,Rainy,110,4.42687014013756
West,Silt,Soybean,965.3895578087287,30.4737818795348,False,False,Cloudy,77,5.3371064248990026
East,Peaty,Cotton,980.338993960935,28.082060121041348,False,False,Rainy,85,4.497411604488433
East,Sandy,Wheat,763.8281337779202,38.33125562283149,False,True,Cloudy,85,5.443790494724942
West,Sandy,Barley,619.5614223669213,35.676163490127465,False,True,Cloudy,133,5.628685831904536
West,Silt,Maize,542.3440312658322,17.775035461687178,False,True,Sunny,87,4.532780943777984
West,Sandy,Maize,339.316955395067,36.19163420429213,True,False,Sunny,131,3.525047462679779
West,Sandy,Maize,619.3363241096203,22.76971499920367,False,False,Cloudy,128,3.9233945336487768
West,Sandy,Rice,876.549160703973,23.316765750232666,True,True,Cloudy,144,8.006757146253204
West,Loam,Barley,454.8720792461112,30.684030970697698,False,True,Rainy,60,4.197603454086005
East,Chalky,Soybean,336.05528734350736,29.660895209214104,False,True,Cloudy,148,3.4361349405629196
West,Sandy,Maize,553.7992314975163,21.288243925162824,False,False,Sunny,72,2.2549510891430367
South,Clay,Cotton,307.53178152488874,24.87456489586134,True,False,Sunny,69,3.554593420899675
East,Loam,Barley,510.0327762840746,36.25799105198,True,True,Sunny,122,6.126759076425238
North,Chalky,Cotton,501.7169176324953,28.706066500186438,False,False,Cloudy,140,3.1802242729907544
East,Peaty,Soybean,128.04474032870672,39.032333384466384,True,True,Rainy,73,4.162974632743763
North,Loam,Barley,730.570141968416,24.91545329884158,True,False,Cloudy,98,5.629864523020949
North,Silt,Soybean,842.364026712902,25.205744663529764,False,True,Sunny,67,5.901871462842177
South,Silt,Cotton,345.6067427152374,15.83563749276425,True,True,Cloudy,149,4.046791596061273
West,Clay,Cotton,253.5245402632665,38.760427266837645,False,False,Cloudy,126,1.583859791736581
West,Chalky,Maize,136.0654310391699,25.131385217220387,True,False,Sunny,129,2.8823169119076453
East,Peaty,Barley,619.6209279643844,15.831657140248268,False,False,Rainy,94,2.7939654145817845
West,Sandy,Wheat,753.7523966566678,20.355308304925565,False,True,Rainy,90,5.187745574254943
South,Clay,Barley,368.32983830971534,27.117569290466943,False,False,Sunny,111,2.260731571959184
East,Sandy,Wheat,976.6504840329583,38.731634500400375,True,False,Cloudy,117,6.287483803924626
East,Chalky,Rice,864.8233459311475,36.238855587982,True,True,Rainy,104,7.224804909205414
East,Sandy,Soybean,691.2204263144182,18.907324861967165,True,False,Sunny,124,5.439755828928699
West,Sandy,Soybean,653.854619122517,37.27090030770624,True,True,Sunny,85,6.782961591359411
West,Clay,Wheat,791.633132399143,22.56896347025974,True,False,Cloudy,87,5.21446637287635
West,Clay,Maize,952.2381891059953,18.225166494617465,True,True,Cloudy,103,7.464705892569614
East,Peaty,Cotton,638.520344048953,19.685773168623285,True,True,Cloudy,86,6.493081800146316
East,Silt,Barley,487.6977080106706,34.68180474479823,True,True,Sunny,145,5.466782394155486
North,Clay,Barley,316.3316864692763,26.039563063699937,True,False,Sunny,68,4.035766736330337
North,Clay,Rice,680.7020237422603,35.84154670365649,True,True,Sunny,65,7.539477697108975
West,Peaty,Rice,122.41397891857764,18.545154974058885,True,True,Cloudy,130,3.4021904893778876
East,Chalky,Cotton,398.24276320342386,30.199916728755753,False,True,Sunny,146,3.6677927219062223
West,Peaty,Rice,177.59765122388308,24.134575770481888,True,True,Rainy,88,4.809846540110357
West,Loam,Barley,889.2944746564341,23.630640752127416,True,False,Rainy,104,5.985841401560336
North,Loam,Soybean,562.933199657877,20.12219851372363,False,True,Cloudy,113,3.5775719266244814
South,Loam,Wheat,731.5915187743923,24.425511142284495,False,True,Sunny,111,4.874062963245858
West,Silt,Soybean,716.4900523933891,26.708139343403623,False,False,Cloudy,136,4.486807374639075
South,Loam,Maize,453.34158624020216,23.792135902907518,True,False,Rainy,108,4.647909806360105
South,Clay,Maize,425.1646465335915,21.7960733154458,True,True,Sunny,147,5.01555502043076
East,Chalky,Rice,482.88520741972286,28.479480860434833,True,False,Cloudy,115,4.2966481746067755
East,Peaty,Cotton,342.654242400046,39.8626079831258,True,True,Cloudy,62,5.3074678371265
West,Sandy,Soybean,935.5436818262918,22.87738551664779,True,False,Rainy,81,7.281444492920282
North,Clay,Maize,374.27261279117727,35.90137831653857,False,True,Sunny,104,4.190743609950841
North,Peaty,Maize,266.62061501390576,25.107486734547813,True,False,Sunny,99,4.01819463751803
West,Silt,Soybean,969.8107659783126,25.172281972567564,True,False,Cloudy,137,7.264094294935465
West,Silt,Soybean,720.217698003043,17.111295824428023,False,True,Sunny,148,5.082700562133037
North,Silt,Cotton,313.1242098996678,20.07589228101683,True,True,Rainy,107,5.254204858945127
South,Peaty,Rice,702.7835146390257,33.924352495975185,True,True,Rainy,66,7.064437192347846
West,Clay,Barley,648.3433515250645,27.1623772572757,True,False,Rainy,94,4.3091606931010284
South,Sandy,Maize,328.5711349852552,17.454326743688824,True,False,Sunny,110,3.0431958856090575
West,Clay,Wheat,707.384505059754,21.3768101662355,False,True,Rainy,72,5.529760916893511
West,Chalky,Barley,896.3237260817567,16.623503111366624,False,True,Sunny,116,5.186719230944233
South,Sandy,Rice,102.94050532669657,37.848420952225105,True,True,Sunny,104,4.482042492475419
South,Clay,Maize,140.75373559577667,31.824344844574007,False,True,Cloudy,106,2.816298852906507
North,Loam,Barley,766.2420544166824,30.8081257588354,False,True,Rainy,60,5.093261538562949
West,Chalky,Cotton,364.137777549864,18.177849044892945,True,False,Sunny,98,3.1628150029236948
East,Chalky,Soybean,222.766565948966,30.22042240736903,False,True,Cloudy,79,3.1635586218133414
East,Clay,Cotton,202.0327349427762,24.03512558773513,True,True,Rainy,134,3.908731062476201
West,Clay,Barley,489.8598742630488,19.716348319313205,True,False,Rainy,83,3.8544434801298806
West,Clay,Barley,857.5592527523644,35.442658812728524,False,False,Cloudy,86,5.453052821136779
West,Chalky,Cotton,255.37113755487198,36.938336084570395,True,True,Cloudy,102,4.731424759120858
South,Silt,Soybean,812.2020515067271,33.33343960388188,True,True,Rainy,111,7.088349458667208
East,Peaty,Rice,278.8128500691238,27.527972358710034,False,False,Sunny,73,2.2247235022775476
East,Chalky,Soybean,757.9316525007466,26.27092084787858,False,True,Cloudy,127,6.1668754151248235
East,Silt,Cotton,507.0696084778603,18.689858914402254,False,False,Cloudy,132,2.151850094596993
West,Loam,Soybean,283.60665240823766,31.1457516637042,True,True,Sunny,92,4.993095352057918
South,Sandy,Rice,288.82943836096115,22.041009400331827,True,True,Rainy,64,5.032689268806612
West,Peaty,Maize,468.3049454261441,25.971910855592338,True,False,Cloudy,141,4.52128661866937
North,Silt,Cotton,892.0819727960279,36.5930966300302,True,False,Cloudy,149,7.0971840280574305
North,Peaty,Wheat,904.2795170695838,26.737569554301537,True,False,Cloudy,120,6.631921333873886
East,Loam,Barley,453.95294072142514,16.672224598995,True,False,Rainy,130,3.913918127380176
West,Sandy,Soybean,205.79820687543094,22.009028828363157,True,True,Cloudy,70,3.3067870284649024
North,Silt,Barley,832.0565240231417,38.31088042298515,True,True,Sunny,132,8.685695899188309
North,Silt,Rice,720.8830648052693,32.81652300828793,True,False,Cloudy,116,5.553770823602542
West,Loam,Rice,935.8211018666713,28.934420132957953,True,False,Rainy,117,5.789494824461157
South,Peaty,Wheat,539.5306966414541,35.74443611830504,False,False,Rainy,91,2.3865744853320527
West,Silt,Soybean,343.98092123278457,18.046963395233092,False,False,Rainy,73,2.104408526985615
West,Peaty,Wheat,247.90162915634303,21.208017789773194,True,False,Rainy,93,3.058824924557038
South,Peaty,Soybean,181.40898021541838,17.959544003322428,True,False,Cloudy,105,2.1144328451030505
East,Loam,Wheat,797.3952354075382,30.76227785221953,False,False,Rainy,66,4.500812160146718
East,Sandy,Rice,817.2618234009822,31.565462076017425,False,False,Cloudy,73,4.924887214518425
East,Silt,Soybean,386.44488269050765,17.561417139033647,False,False,Rainy,120,2.0010845293025605
South,Sandy,Cotton,154.97840248282623,19.811943616490936,True,True,Cloudy,148,3.734592340999221
North,Loam,Wheat,108.35535490376586,32.16261234577156,False,True,Rainy,122,2.1221398932423257
South,Clay,Cotton,925.8958903071333,31.684228051163814,False,False,Sunny,76,5.54871895159322
West,Clay,Wheat,296.8343466118901,16.541573802345567,True,True,Rainy,122,4.735877183456553
South,Chalky,Soybean,472.6241995452602,34.74642069694231,True,True,Cloudy,134,6.10439698980755
North,Peaty,Wheat,313.0056907711663,30.343845508402204,False,True,Cloudy,140,2.9810519314646853
North,Peaty,Soybean,946.2368597411253,28.131142302220525,True,False,Sunny,146,6.942007858502005
West,Peaty,Wheat,601.8722533382015,21.181612248597308,False,True,Cloudy,78,4.429917194762948
East,Loam,Barley,550.5247089589784,30.584122408432094,True,False,Cloudy,61,4.731009126457313
North,Loam,Cotton,557.9934837681711,15.43402328075858,True,False,Sunny,69,3.723516758923049
North,Peaty,Barley,161.86884075362946,32.047823562271134,True,False,Rainy,73,2.7876561146078096
North,Sandy,Barley,805.0559566377782,35.84685487416417,False,False,Sunny,83,5.472159956788982
West,Silt,Rice,744.2483638621185,33.77375962503221,False,False,Rainy,61,4.003877131915874
North,Loam,Barley,559.683544394678,26.109594239524068,False,True,Rainy,129,4.465769775241088
East,Sandy,Maize,228.37582121203707,36.80255699289997,False,False,Cloudy,109,2.6372201467421448
West,Silt,Cotton,646.880379460216,32.54147269558089,False,False,Sunny,121,4.718361523745778
East,Sandy,Barley,424.76501850902343,38.290472953597444,True,True,Rainy,141,5.90018827844289
North,Clay,Maize,754.156663480657,35.79774871717638,True,False,Rainy,136,5.903511199850673
North,Chalky,Wheat,405.8906967523703,18.1652130549003,True,True,Sunny,141,5.027558157706708
East,Sandy,Barley,441.9075726534422,36.21940984639751,False,True,Rainy,140,3.83006009170303
West,Clay,Barley,488.49635501859535,23.04121585795294,True,True,Sunny,107,5.4925584880918175
West,Loam,Rice,395.8428001035211,29.432651830760214,False,False,Sunny,64,1.8312702711095488
East,Chalky,Barley,752.6795726665496,23.27760872421036,True,False,Sunny,143,6.685733876914291
North,Peaty,Wheat,217.2392662496627,24.186057278964626,True,False,Sunny,97,2.8992004005621186
South,Chalky,Maize,649.8198150892807,38.14867343729405,False,False,Cloudy,143,3.8473050324255507
East,Silt,Maize,829.9855972885075,34.71435633493219,True,True,Rainy,60,8.143565098965714
East,Loam,Rice,477.24281102871936,18.183340283036877,True,True,Rainy,112,4.931002599467888
East,Clay,Maize,528.3312295840185,17.399389405390146,True,False,Rainy,139,4.833106415860187
North,Peaty,Barley,200.43142078829788,20.436655418632093,False,True,Rainy,148,2.632763397224832
West,Clay,Soybean,309.3087551051827,29.34132816733781,False,False,Sunny,129,1.5975401791057116
North,Peaty,Rice,144.0565634292438,24.628004993677305,True,False,Cloudy,100,2.316885871179613
East,Loam,Maize,559.9817910992583,33.735737054515226,True,True,Rainy,109,6.793194746812784
North,Peaty,Maize,410.89138728942766,39.77438773003214,False,False,Rainy,145,3.472779632724258
North,Chalky,Cotton,759.8381059777369,21.944847235512547,True,False,Sunny,76,5.5167246476823255
East,Silt,Wheat,375.7851716961177,26.127147320539358,True,False,Rainy,127,3.80036985799567
North,Clay,Rice,100.2716230262025,33.330400187163875,False,True,Rainy,86,2.0320506524065136
South,Silt,Maize,202.20262290926655,18.382229226305626,False,True,Cloudy,137,1.9125607185293432
North,Loam,Wheat,675.7413658757538,18.45734027972409,False,True,Cloudy,124,5.126805331015255
North,Sandy,Rice,649.9301299217454,21.891313787845235,True,False,Sunny,106,5.560325145422986
West,Chalky,Rice,615.8851687157618,26.198207756719746,False,True,Rainy,106,5.165015807701463
West,Clay,Maize,151.1955464921437,27.512821776627256,False,False,Rainy,71,1.5688924405753193
East,Silt,Soybean,622.7401093391863,22.632159239394873,True,False,Cloudy,128,5.463226159088167
East,Clay,Barley,302.7387886978154,29.696438375665654,True,True,Sunny,65,3.9281389098904547
West,Loam,Maize,169.72291832191723,16.471443260986163,False,False,Cloudy,146,0.8643658550766395
South,Clay,Barley,309.8078762461213,27.31838927365613,True,True,Rainy,133,4.6779182980176035
North,Peaty,Maize,223.05934203898556,35.140113449409824,True,True,Rainy,101,4.217859760098396
South,Peaty,Barley,337.4867143308798,29.995290316219368,False,False,Cloudy,91,2.249792953178001
South,Peaty,Barley,147.33203789166802,24.047015209401888,True,False,Sunny,124,2.488374498793674
West,Chalky,Barley,562.3792782358958,36.27587602196506,False,True,Rainy,110,4.773800791719101
East,Silt,Cotton,826.5804829879636,16.915035737352085,False,False,Sunny,129,4.8358086851816
North,Sandy,Rice,824.3411439039734,28.285282708674977,True,True,Cloudy,129,6.685949541423678
East,Chalky,Cotton,932.2762893522194,38.911265188304306,False,False,Sunny,131,5.525102114580659
South,Chalky,Barley,351.1402179931979,28.200897243194845,False,True,Sunny,141,3.4565089870262637
South,Sandy,Barley,699.8108493376145,23.53038889505378,True,False,Sunny,74,5.2614402112585354
East,Loam,Rice,917.3448606106311,16.989703723673678,True,True,Sunny,88,7.818923283136128
East,Silt,Wheat,139.28734280279193,20.559487162948308,True,False,Cloudy,99,3.050783571179652
West,Chalky,Maize,835.1985556020163,36.85590891453083,True,True,Rainy,79,8.024891830991153
East,Sandy,Rice,907.5697758595734,31.639686719054797,True,False,Cloudy,144,7.5702822973522155
East,Loam,Soybean,500.3092229686781,27.571228187919907,True,False,Rainy,88,2.992441894962539
West,Loam,Maize,190.8772826097929,16.79509907661524,False,True,Cloudy,142,3.173483477676542
East,Clay,Soybean,534.0551125437257,30.559009237709134,True,False,Cloudy,116,4.395430816932747
South,Peaty,Soybean,997.3493671568044,30.153558824223197,True,False,Cloudy,76,6.963583159385872
East,Chalky,Maize,553.6538489761369,28.67481450161074,False,False,Cloudy,144,4.05522556189092
North,Loam,Barley,853.612232762127,16.849086175544226,True,True,Rainy,147,7.466972676878274
South,Sandy,Maize,426.5124983177862,24.902597510642096,False,True,Cloudy,134,3.892889036307207
West,Sandy,Barley,787.0291303637152,16.66767710102142,False,False,Rainy,137,4.93933426756497
South,Sandy,Wheat,442.503211845013,17.784117325504035,False,True,Rainy,62,3.6380435709701398
West,Silt,Wheat,700.0376840899274,33.33910983509308,False,False,Cloudy,71,3.7620250429329136
North,Clay,Rice,889.9046569427929,39.40891700692508,True,True,Rainy,139,8.887212682168055
North,Clay,Soybean,478.6420495757951,19.02809151386087,True,True,Cloudy,143,6.242980046447081
South,Loam,Soybean,701.1911942197385,31.90594660576585,False,True,Rainy,92,5.611973833648084
East,Chalky,Barley,347.28913644791953,19.122326331566715,True,False,Cloudy,76,2.647444303913601
South,Loam,Cotton,648.890675250161,35.11739399562683,False,False,Sunny,145,4.523355954423055
South,Loam,Rice,187.6234813466782,16.9707858727945,True,False,Rainy,149,1.7526075071960368
North,Loam,Cotton,821.6476112114418,38.82850309441638,False,True,Sunny,67,6.541627053647247
West,Silt,Cotton,322.35301884534493,29.908344085608014,True,False,Cloudy,63,3.866304991681516
South,Silt,Wheat,224.07406683606916,22.909079496784162,True,False,Cloudy,75,3.424151973533863
East,Silt,Wheat,430.49365768141297,39.9387898162295,True,False,Cloudy,145,4.351279773238178
North,Sandy,Maize,360.5491953360228,27.03055133274065,True,False,Cloudy,109,3.246434418987824
South,Clay,Wheat,320.0586524641277,25.42030160966715,True,True,Rainy,136,4.960166617537363
South,Clay,Wheat,940.7512923548927,15.433215195949613,True,True,Cloudy,86,8.034024019876018
East,Sandy,Wheat,262.4775587536849,23.81238364319518,True,False,Sunny,74,2.8865978844315623
South,Chalky,Rice,382.37339586458387,33.990744612615075,False,True,Rainy,64,3.316091538365163
South,Sandy,Maize,852.1924276468316,16.11986836406733,False,True,Cloudy,123,5.390524341616839
South,Silt,Rice,908.1774809166334,33.23439415692161,False,True,Rainy,136,6.201734636734392
South,Sandy,Maize,255.90871336770482,21.21372199005595,False,True,Sunny,127,3.398065495016988
East,Silt,Rice,888.1040026278573,35.76858615453759,False,False,Sunny,136,5.747971626633519
South,Sandy,Maize,378.1269188247309,29.847410732517055,True,False,Cloudy,78,4.0170457281154315
